x,z
2.922842788696289,517.7523681640625
-3.782046318054199,509.665673828125
-153.04877395629882,221.97921447753907
-149.3673480987549,220.8310089111328
-145.83043937683107,221.61814575195314
-143.04969635009766,226.0818603515625
-139.85218811035156,228.9056396484375
-135.9233596801758,232.31507568359376
-131.77245025634767,234.81263275146483
-128.73998947143554,240.06289367675782
-124.1941047668457,242.69037170410155
-120.05755004882812,246.68878936767578
-115.72309722900391,250.90741195678712
-110.51829833984375,254.57406272888184
-105.0866912841797,258.29507275223733
-99.65183715820312,261.28405685424804
-95.89641876220703,267.2738235473633
-90.15909118652344,270.193058013916
-84.25006561279297,274.03591537475586
-78.92237701416016,278.5575119018555
-72.85919952392578,282.46437377929686
-67.63535766601562,286.0694995880127
-61.40294189453125,290.00353021621703
-56.73149719238281,294.51732511520385
-50.6526611328125,297.52787055969236
-44.62257385253906,300.1929542541504
-39.59027099609375,302.51847915649415
-34.50662841796875,304.8409568786621
-29.032635498046876,305.58580627441404
-23.41795654296875,307.023942565918
-19.725747680664064,308.7305969238281
-15.204421997070312,310.4214263916016
-10.368365478515624,310.74523162841797
-5.568228149414063,312.27437591552734
-1.916839599609375,313.02228088378905
1.8523193359375,314.68617553710936
5.8943328857421875,314.9101257324219
8.235720825195312,317.35658569335936
12.5594970703125,318.38776245117185
16.77244873046875,318.4697021484375
20.54779968261719,319.9398498535156
24.431494140625,320.06006774902346
29.36160888671875,320.2169891357422
34.257318115234376,319.5039978027344
37.8776123046875,320.7317138671875
42.15904541015625,320.49778747558594
47.26751708984375,320.2107452392578
52.315826416015625,319.84869079589845
56.48500366210938,320.07660217285155
61.20857543945313,319.8506652832031
65.02855224609375,319.88560180664064
69.27120971679688,320.7508544921875
73.13488159179687,320.871826171875
77.15078125,321.13392333984376
81.4041748046875,321.6890075683594
84.31848754882813,322.72601928710935
88.13304443359375,322.6703857421875
91.75059814453125,322.7657836914062
95.79854736328124,323.4333801269531
99.09584350585938,323.6671936035156
102.57401123046876,323.50364990234374
106.8041015625,323.2679168701172
110.08828430175781,322.91441650390624
113.89910583496093,321.6680389404297
117.41788330078126,320.45050659179685
121.75691528320313,320.0948852539062
125.14879455566407,318.95277099609376
128.91224060058593,316.80546875
133.30388488769532,314.61595458984374
136.68247680664064,312.7248870849609
140.01075286865233,309.77503356933596
143.31680603027343,306.1442504882813
147.40287590026855,302.78896179199216
150.36129779815673,299.3487976074219
153.19868497848512,295.18511657714845
156.64055976867675,289.99952087402346
159.10792236328126,284.93309020996094
161.78427658081054,280.67417907714844
164.12477264404296,275.55629577636716
167.90503845214843,271.45538635253905
170.38440551757813,267.03697814941404
172.80807495117188,262.4385101318359
175.89814453125,257.0650360107422
178.21328125,252.62676696777345
180.87981262207032,248.8679229736328
183.08594360351563,244.3823715209961
186.50145874023437,239.8484893798828
188.60576171875,235.4209747314453
190.61390991210936,230.8066436767578
192.60982666015624,226.42572784423828
194.84493408203124,221.521875
195.84982299804688,217.5806137084961
196.3324951171875,213.8551788330078
197.13668212890624,209.89847869873046
197.81522216796876,207.43954772949218
197.07643432617186,203.30522613525392
196.41393432617187,199.64176483154296
195.76944580078126,195.3944999694824
194.77622680664064,191.61052551269532
194.06589965820314,188.18669662475585
192.70099487304688,183.63427200317383
190.90780029296874,179.6726806640625
