ordinal,name,location,country,variant,lengthKm,commonTrackName,category,path,mapUrl,pitMapUrl,startFinishMapUrl,turnsMapUrl,cornersPerLap,pitRoadSpeedLimitMph,numberPitStalls,maxCars,nightLighting,rainEnabled,latitude,longitude,timeZone
298,Snetterton Circuit,"Snetterton, Norfolk",England,200,3.219,,road,tracks\snetterton\200,https://members-assets.iracing.com/public/track-maps/tracks_snetterton/298-snetterton-200/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_snetterton/298-snetterton-200/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_snetterton/298-snetterton-200/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_snetterton/298-snetterton-200/turns.svg,8,34,20,60,false,true,52.4636482,0.943612,Europe/London
299,Snetterton Circuit,"Snetterton, Norfolk",England,100,1.577,,road,tracks\snetterton\100,https://members-assets.iracing.com/public/track-maps/tracks_snetterton/299-snetterton-100/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_snetterton/299-snetterton-100/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_snetterton/299-snetterton-100/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_snetterton/299-snetterton-100/turns.svg,6,34,21,60,false,true,52.4636482,0.943612,Europe/London
303,Limaland Motorsports Park,"Lima, Ohio",USA,,0.402,,dirt_oval,tracks\limaland,https://members-assets.iracing.com/public/track-maps/tracks_limaland/303-limaland/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_limaland/303-limaland/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_limaland/303-limaland/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_limaland/303-limaland/turns.svg,4,30,9,43,true,false,40.759639,-84.194174,America/New_York
304,Lucas Oil Indianapolis Raceway Park,"Indianapolis, Indiana",USA,Rallycross,1.271,,dirt_road,tracks\irp\rallycross,https://members-assets.iracing.com/public/track-maps/tracks_irp/304-irp-rallycross/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_irp/304-irp-rallycross/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_irp/304-irp-rallycross/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_irp/304-irp-rallycross/turns.svg,5,,7,16,false,false,39.812512,-86.340527,America/Indiana/Indianapolis
305,Knoxville Raceway,"Knoxville, Iowa",USA,,0.805,,dirt_oval,tracks\knoxville,https://members-assets.iracing.com/public/track-maps/tracks_knoxville/305-knoxville/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_knoxville/305-knoxville/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_knoxville/305-knoxville/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_knoxville/305-knoxville/turns.svg,4,30,7,60,true,false,41.3265101,-93.1140141,America/Chicago
306,[Legacy] Phoenix Raceway - 2008,"Avondale, Arizona",USA,Rallycross,1.223,,dirt_road,tracks\phoenix\rallycross,https://members-assets.iracing.com/public/track-maps/tracks_phoenix/306-phoenix-rallycross/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_phoenix/306-phoenix-rallycross/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_phoenix/306-phoenix-rallycross/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_phoenix/306-phoenix-rallycross/turns.svg,9,,8,16,false,false,33.37487,-112.313415,America/Phoenix
312,Sonoma Raceway,"Sonoma, California",USA,Rallycross,1.497,,dirt_road,tracks\sonoma\rallycross,https://members-assets.iracing.com/public/track-maps/tracks_sonoma/312-sonoma-rallycross/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_sonoma/312-sonoma-rallycross/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_sonoma/312-sonoma-rallycross/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_sonoma/312-sonoma-rallycross/turns.svg,5,,5,16,false,false,38.1608659,-122.4568882,America/Los_Angeles
314,The Dirt Track at Charlotte,"Concord, North Carolina",USA,,0.644,,dirt_oval,tracks\charlottedirt,https://members-assets.iracing.com/public/track-maps/tracks_charlottedirt/314-charlottedirt/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlottedirt/314-charlottedirt/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlottedirt/314-charlottedirt/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlottedirt/314-charlottedirt/turns.svg,4,30,4,63,true,false,35.3580208,-80.6874523,America/New_York
319,Detroit Grand Prix at Belle Isle,"Detroit, Michigan",USA,Belle Isle,3.782,,road,tracks\belleisle,https://members-assets.iracing.com/public/track-maps/tracks_belleisle/319-belleisle/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_belleisle/319-belleisle/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_belleisle/319-belleisle/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_belleisle/319-belleisle/turns.svg,14,40,24,60,false,true,42.335007,-83.001598,America/Detroit
320,Kokomo Speedway,"Kokomo, Indiana",USA,Tires in,0.402,,dirt_oval,tracks\kokomo,https://members-assets.iracing.com/public/track-maps/tracks_kokomo/320-kokomo/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_kokomo/320-kokomo/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_kokomo/320-kokomo/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_kokomo/320-kokomo/turns.svg,4,15,4,63,true,false,40.5111901,-86.1455678,America/Indiana/Indianapolis
322,EchoPark Speedway (Atlanta),"Hampton, Georgia",USA,Rallycross Short,1.094,,dirt_road,tracks\atlanta\rallycross\short,https://members-assets.iracing.com/public/track-maps/tracks_atlanta/322-atlanta-rallycross-short/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_atlanta/322-atlanta-rallycross-short/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_atlanta/322-atlanta-rallycross-short/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_atlanta/322-atlanta-rallycross-short/turns.svg,8,,4,16,false,false,33.3859794,-84.3184714,America/New_York
323,EchoPark Speedway (Atlanta),"Hampton, Georgia",USA,Rallycross Long,1.561,,dirt_road,tracks\atlanta\rallycross\long,https://members-assets.iracing.com/public/track-maps/tracks_atlanta/323-atlanta-rallycross-long/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_atlanta/323-atlanta-rallycross-long/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_atlanta/323-atlanta-rallycross-long/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_atlanta/323-atlanta-rallycross-long/turns.svg,8,,4,16,false,false,33.3859794,-84.3184714,America/New_York
324,Tsukuba Circuit,"Shimotsuma, Ibaraki Prefecture",Japan,2000 Full,2.045,,road,tracks\tsukuba\2kfull,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/324-tsukuba-2kfull/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/324-tsukuba-2kfull/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/324-tsukuba-2kfull/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/324-tsukuba-2kfull/turns.svg,12,37,32,60,false,true,36.1527975,139.9180586,Asia/Tokyo
325,Tsukuba Circuit,"Shimotsuma, Ibaraki Prefecture",Japan,2000 Moto,2.071,,road,tracks\tsukuba\2kchicane,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/325-tsukuba-2kchicane/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/325-tsukuba-2kchicane/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/325-tsukuba-2kchicane/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/325-tsukuba-2kchicane/turns.svg,14,37,32,60,false,true,36.1527975,139.9180586,Asia/Tokyo
326,Tsukuba Circuit,"Shimotsuma, Ibaraki Prefecture",Japan,2000 Short,1.609,,road,tracks\tsukuba\2kshort,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/326-tsukuba-2kshort/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/326-tsukuba-2kshort/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/326-tsukuba-2kshort/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/326-tsukuba-2kshort/turns.svg,6,37,32,60,false,true,36.1527975,139.9180586,Asia/Tokyo
327,Tsukuba Circuit,"Shimotsuma, Ibaraki Prefecture",Japan,1000 Full,0.999,,road,tracks\tsukuba\1kfull,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/327-tsukuba-1kfull/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/327-tsukuba-1kfull/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/327-tsukuba-1kfull/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/327-tsukuba-1kfull/turns.svg,10,30,10,60,false,true,36.1527975,139.9180586,Asia/Tokyo
328,Tsukuba Circuit,"Shimotsuma, Ibaraki Prefecture",Japan,1000 Outer,0.805,,road,tracks\tsukuba\1kouter,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/328-tsukuba-1kouter/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/328-tsukuba-1kouter/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/328-tsukuba-1kouter/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/328-tsukuba-1kouter/turns.svg,4,30,10,60,false,true,36.1527975,139.9180586,Asia/Tokyo
329,Tsukuba Circuit,"Shimotsuma, Ibaraki Prefecture",Japan,1000 Chicane,1.006,,road,tracks\tsukuba\1kchicane,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/329-tsukuba-1kchicane/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/329-tsukuba-1kchicane/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/329-tsukuba-1kchicane/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/329-tsukuba-1kchicane/turns.svg,13,30,10,60,false,true,36.1527975,139.9180586,Asia/Tokyo
331,Chili Bowl,"Tulsa, Oklahoma",USA,,0.402,,dirt_oval,tracks\chilibowl,https://members-assets.iracing.com/public/track-maps/tracks_chilibowl/331-chilibowl/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_chilibowl/331-chilibowl/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_chilibowl/331-chilibowl/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_chilibowl/331-chilibowl/turns.svg,4,20,4,40,false,false,36.133274,-95.943721,America/Chicago
332,Wild West Motorsports Park,"Sparks, Nevada",USA,,2.414,,dirt_road,tracks\wildwest\full,https://members-assets.iracing.com/public/track-maps/tracks_wildwest/332-wildwest-full/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_wildwest/332-wildwest-full/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_wildwest/332-wildwest-full/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_wildwest/332-wildwest-full/turns.svg,4,25,9,40,false,false,39.510394,-119.663776,America/Los_Angeles
333,Tsukuba Circuit,"Shimotsuma, Ibaraki Prefecture",Japan,1000 Full Reverse,0.999,,road,tracks\tsukuba\1kfullreverse,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/333-tsukuba-1kfullreverse/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/333-tsukuba-1kfullreverse/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/333-tsukuba-1kfullreverse/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_tsukuba/333-tsukuba-1kfullreverse/turns.svg,10,30,11,60,false,true,36.1527975,139.9180586,Asia/Tokyo
334,Firebird Motorsports Park,"Chandler, Arizona",USA,,2.414,,dirt_road,tracks\wildhorse,https://members-assets.iracing.com/public/track-maps/tracks_wildhorse/334-wildhorse/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_wildhorse/334-wildhorse/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_wildhorse/334-wildhorse/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_wildhorse/334-wildhorse/turns.svg,5,30,16,40,false,false,33.268889,-111.966111,America/Phoenix
341,Silverstone Circuit,"Towcester, Northamptonshire",England,Grand Prix,5.892,silverstone,road,tracks\silverstone\2019\gp,https://members-assets.iracing.com/public/track-maps/tracks_silverstone_2019/341-silverstone-2019-gp/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_silverstone_2019/341-silverstone-2019-gp/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_silverstone_2019/341-silverstone-2019-gp/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_silverstone_2019/341-silverstone-2019-gp/turns.svg,18,37,41,60,false,true,52.0733006,-1.0168574,Europe/London
342,Silverstone Circuit,"Towcester, Northamptonshire",England,International,2.979,silverstone-s2,road,tracks\silverstone\2019\international,https://members-assets.iracing.com/public/track-maps/tracks_silverstone_2019/342-silverstone-2019-international/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_silverstone_2019/342-silverstone-2019-international/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_silverstone_2019/342-silverstone-2019-international/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_silverstone_2019/342-silverstone-2019-international/turns.svg,9,34,41,60,false,true,52.0733006,-1.0168574,Europe/London
343,Silverstone Circuit,"Towcester, Northamptonshire",England,National,2.639,silverstone-s,road,tracks\silverstone\2019\national,https://members-assets.iracing.com/public/track-maps/tracks_silverstone_2019/343-silverstone-2019-national/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_silverstone_2019/343-silverstone-2019-national/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_silverstone_2019/343-silverstone-2019-national/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_silverstone_2019/343-silverstone-2019-national/turns.svg,6,37,29,60,false,true,52.0733006,-1.0168574,Europe/London
344,Fairbury Speedway,"Fairbury, Illinois",USA,,0.402,,dirt_oval,tracks\fairbury,https://members-assets.iracing.com/public/track-maps/tracks_fairbury/344-fairbury/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_fairbury/344-fairbury/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_fairbury/344-fairbury/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_fairbury/344-fairbury/turns.svg,4,30,5,60,true,false,40.740155,-88.514774,America/Chicago
345,Circuit de Barcelona Catalunya,"Montmeló, Catalonia",Spain,Grand Prix,4.654,catalunya,road,tracks\barcelona\gp,https://members-assets.iracing.com/public/track-maps/tracks_barcelona/345-barcelona-gp/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_barcelona/345-barcelona-gp/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_barcelona/345-barcelona-gp/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_barcelona/345-barcelona-gp/turns.svg,16,50,40,60,true,true,41.568749,2.257138,Europe/Madrid
346,Circuit de Barcelona Catalunya,"Montmeló, Catalonia",Spain,National,2.977,,road,tracks\barcelona\national,https://members-assets.iracing.com/public/track-maps/tracks_barcelona/346-barcelona-national/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_barcelona/346-barcelona-national/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_barcelona/346-barcelona-national/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_barcelona/346-barcelona-national/turns.svg,11,50,40,60,true,true,41.568749,2.257138,Europe/Madrid
347,Circuit de Barcelona Catalunya,"Montmeló, Catalonia",Spain,Club,1.703,,road,tracks\barcelona\club,https://members-assets.iracing.com/public/track-maps/tracks_barcelona/347-barcelona-club/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_barcelona/347-barcelona-club/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_barcelona/347-barcelona-club/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_barcelona/347-barcelona-club/turns.svg,6,30,12,60,true,true,41.568749,2.257138,Europe/Madrid
348,Circuit de Barcelona Catalunya,"Montmeló, Catalonia",Spain,Moto,4.653,,road,tracks\barcelona\moto,https://members-assets.iracing.com/public/track-maps/tracks_barcelona/348-barcelona-moto/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_barcelona/348-barcelona-moto/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_barcelona/348-barcelona-moto/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_barcelona/348-barcelona-moto/turns.svg,11,40,40,60,true,true,41.568749,2.257138,Europe/Madrid
349,Circuit de Barcelona Catalunya,"Montmeló, Catalonia",Spain,Historic,4.727,,road,tracks\barcelona\historic,https://members-assets.iracing.com/public/track-maps/tracks_barcelona/349-barcelona-historic/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_barcelona/349-barcelona-historic/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_barcelona/349-barcelona-historic/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_barcelona/349-barcelona-historic/turns.svg,13,50,40,60,true,true,41.568749,2.257138,Europe/Madrid
351,Lernerville Speedway,"Sarver, Pennsylvania",USA,,0.644,,dirt_oval,tracks\lernerville,https://members-assets.iracing.com/public/track-maps/tracks_lernerville/351-lernerville/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_lernerville/351-lernerville/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_lernerville/351-lernerville/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_lernerville/351-lernerville/turns.svg,4,30,5,63,true,false,40.738633,-79.759479,America/New_York
352,Lime Rock Park,"Lakeville, Connecticut",USA,Classic,2.462,lime-rock,road,tracks\limerock\2019\classic,https://members-assets.iracing.com/public/track-maps/tracks_limerock_2019/352-limerock-2019-classic/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_limerock_2019/352-limerock-2019-classic/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_limerock_2019/352-limerock-2019-classic/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_limerock_2019/352-limerock-2019-classic/turns.svg,7,,35,63,false,true,41.9282105,-73.3839642,America/New_York
353,Lime Rock Park,"Lakeville, Connecticut",USA,Grand Prix,2.462,,road,tracks\limerock\2019\gp,https://members-assets.iracing.com/public/track-maps/tracks_limerock_2019/353-limerock-2019-gp/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_limerock_2019/353-limerock-2019-gp/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_limerock_2019/353-limerock-2019-gp/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_limerock_2019/353-limerock-2019-gp/turns.svg,9,,35,63,false,true,41.9282105,-73.3839642,America/New_York
354,Lime Rock Park,"Lakeville, Connecticut",USA,Chicanes,2.462,,road,tracks\limerock\2019\chicanes,https://members-assets.iracing.com/public/track-maps/tracks_limerock_2019/354-limerock-2019-chicanes/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_limerock_2019/354-limerock-2019-chicanes/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_limerock_2019/354-limerock-2019-chicanes/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_limerock_2019/354-limerock-2019-chicanes/turns.svg,11,,35,63,false,true,41.9282105,-73.3839642,America/New_York
355,Lime Rock Park,"Lakeville, Connecticut",USA,West Bend Chicane,2.462,,road,tracks\limerock\2019\chicanewestb,https://members-assets.iracing.com/public/track-maps/tracks_limerock_2019/355-limerock-2019-chicanewestb/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_limerock_2019/355-limerock-2019-chicanewestb/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_limerock_2019/355-limerock-2019-chicanewestb/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_limerock_2019/355-limerock-2019-chicanewestb/turns.svg,7,,35,63,false,true,41.9282105,-73.3839642,America/New_York
357,Texas Motor Speedway,"Fort Worth, Texas",USA,Oval,2.414,,oval,tracks\texas\2020\oval,https://members-assets.iracing.com/public/track-maps/tracks_texas_2020/357-texas-2020-oval/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_texas_2020/357-texas-2020-oval/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_texas_2020/357-texas-2020-oval/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_texas_2020/357-texas-2020-oval/turns.svg,4,45,42,63,true,false,33.0373257,-97.2843123,America/Chicago
358,Lånkebanen (Hell RX),"Hell, Trøndelag",Norway,Hell Rallycross,1.019,,dirt_road,tracks\lankebanen\hellrx,https://members-assets.iracing.com/public/track-maps/tracks_lankebanen/358-lankebanen-hellrx/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_lankebanen/358-lankebanen-hellrx/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_lankebanen/358-lankebanen-hellrx/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_lankebanen/358-lankebanen-hellrx/turns.svg,7,,6,15,false,false,63.405094,10.920655,Europe/Oslo
359,Lånkebanen (Hell RX),"Hell, Trøndelag",Norway,Club,1.032,,dirt_road,tracks\lankebanen\club,https://members-assets.iracing.com/public/track-maps/tracks_lankebanen/359-lankebanen-club/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_lankebanen/359-lankebanen-club/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_lankebanen/359-lankebanen-club/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_lankebanen/359-lankebanen-club/turns.svg,9,45,6,15,false,false,63.405094,10.920655,Europe/Oslo
360,Lånkebanen (Hell RX),"Hell, Trøndelag",Norway,Rallycross Short,1.081,,dirt_road,tracks\lankebanen\rallyshort,https://members-assets.iracing.com/public/track-maps/tracks_lankebanen/360-lankebanen-rallyshort/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_lankebanen/360-lankebanen-rallyshort/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_lankebanen/360-lankebanen-rallyshort/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_lankebanen/360-lankebanen-rallyshort/turns.svg,8,45,6,15,false,false,63.405094,10.920655,Europe/Oslo
361,Lånkebanen (Hell RX),"Hell, Trøndelag",Norway,Road Short,0.737,,road,tracks\lankebanen\road\roadshort,https://members-assets.iracing.com/public/track-maps/tracks_lankebanen/361-lankebanen-road-roadshort/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_lankebanen/361-lankebanen-road-roadshort/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_lankebanen/361-lankebanen-road-roadshort/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_lankebanen/361-lankebanen-road-roadshort/turns.svg,8,20,6,15,false,true,63.405094,10.920655,Europe/Oslo
362,Homestead Miami Speedway,"Homestead, Florida",USA,Open Wheel Oval,2.414,,oval,tracks\homestead\ovalindy,https://members-assets.iracing.com/public/track-maps/tracks_homestead/362-homestead-ovalindy/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_homestead/362-homestead-ovalindy/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_homestead/362-homestead-ovalindy/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_homestead/362-homestead-ovalindy/turns.svg,4,50,43,64,true,false,25.4517775,-80.4110895,America/New_York
363,Lånkebanen (Hell RX),"Hell, Trøndelag",Norway,Road Long,1.019,,road,tracks\lankebanen\road\roadlong,https://members-assets.iracing.com/public/track-maps/tracks_lankebanen/363-lankebanen-road-roadlong/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_lankebanen/363-lankebanen-road-roadlong/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_lankebanen/363-lankebanen-road-roadlong/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_lankebanen/363-lankebanen-road-roadlong/turns.svg,6,20,6,15,false,true,63.405094,10.920655,Europe/Oslo
364,Texas Motor Speedway,"Fort Worth, Texas",USA,Legends Oval,0.386,,oval,tracks\texas\2020\legendsoval,https://members-assets.iracing.com/public/track-maps/tracks_texas_2020/364-texas-2020-legendsoval/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_texas_2020/364-texas-2020-legendsoval/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_texas_2020/364-texas-2020-legendsoval/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_texas_2020/364-texas-2020-legendsoval/turns.svg,2,30,18,43,true,false,33.0373257,-97.2843123,America/Chicago
365,Bristol Motor Speedway,"Bristol, Tennessee",USA,Single Pit Roads,0.858,,oval,tracks\bristol\fullpit,https://members-assets.iracing.com/public/track-maps/tracks_bristol/365-bristol-fullpit/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_bristol/365-bristol-fullpit/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_bristol/365-bristol-fullpit/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_bristol/365-bristol-fullpit/turns.svg,4,35,43,64,true,false,36.515694,-82.2591607,America/New_York
366,North Wilkesboro Speedway,"North Wilkesboro, North Carolina",USA,Oval - 1987,1.006,,oval,tracks\northwilkesboro,https://members-assets.iracing.com/public/track-maps/tracks_northwilkesboro/366-northwilkesboro/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_northwilkesboro/366-northwilkesboro/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_northwilkesboro/366-northwilkesboro/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_northwilkesboro/366-northwilkesboro/turns.svg,4,35,33,60,false,false,36.143073,-81.072278,America/New_York
371,Kentucky Speedway,"Sparta, Kentucky",USA,Oval,2.414,,oval,tracks\kentucky\2020\oval,https://members-assets.iracing.com/public/track-maps/tracks_kentucky_2020/371-kentucky-2020-oval/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_kentucky_2020/371-kentucky-2020-oval/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_kentucky_2020/371-kentucky-2020-oval/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_kentucky_2020/371-kentucky-2020-oval/turns.svg,4,45,43,66,true,false,38.7117309,-84.9128033,America/New_York
373,Weedsport Speedway,"Weedsport, New York",USA,,0.604,,dirt_oval,tracks\weedsport,https://members-assets.iracing.com/public/track-maps/tracks_weedsport/373-weedsport/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_weedsport/373-weedsport/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_weedsport/373-weedsport/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_weedsport/373-weedsport/turns.svg,4,20,9,60,true,false,43.059556,-76.546906,America/New_York
374,Nashville Fairgrounds Speedway,"Nashville, Tennessee",USA,Oval,0.959,,oval,tracks\nashville\oval,https://members-assets.iracing.com/public/track-maps/tracks_nashville/374-nashville-oval/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_nashville/374-nashville-oval/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_nashville/374-nashville-oval/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_nashville/374-nashville-oval/turns.svg,4,35,35,60,true,false,36.130862,-86.763039,America/Chicago
