ordinal,name,location,country,variant,lengthKm,commonTrackName,category,path,mapUrl,pitMapUrl,startFinishMapUrl,turnsMapUrl,cornersPerLap,pitRoadSpeedLimitMph,numberPitStalls,maxCars,nightLighting,rainEnabled,latitude,longitude,timeZone
170,Iowa Speedway,"Newton, Iowa",USA,Road Course - 2011,2.092,,road,tracks\iowa\road,https://members-assets.iracing.com/public/track-maps/tracks_iowa/170-iowa-road/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_iowa/170-iowa-road/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_iowa/170-iowa-road/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_iowa/170-iowa-road/turns.svg,8,40,44,66,true,true,41.674667,-93.015162,America/Chicago
171,Iowa Speedway,"Newton, Iowa",USA,Legends - 2011,0.322,,oval,tracks\iowa\legends,https://members-assets.iracing.com/public/track-maps/tracks_iowa/171-iowa-legends/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_iowa/171-iowa-legends/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_iowa/171-iowa-legends/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_iowa/171-iowa-legends/turns.svg,4,20,21,31,true,false,41.674667,-93.015162,America/Chicago
172,Iowa Speedway,"Newton, Iowa",USA,Infield Legends - 2011,0.402,,oval,tracks\iowa\inflegends,https://members-assets.iracing.com/public/track-maps/tracks_iowa/172-iowa-inflegends/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_iowa/172-iowa-inflegends/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_iowa/172-iowa-inflegends/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_iowa/172-iowa-inflegends/turns.svg,4,20,24,36,true,false,41.674667,-93.015162,America/Chicago
173,Suzuka International Racing Course,"Suzuka, Mie Prefecture",Japan,Moto,5.821,,road,tracks\suzuka\moto,https://members-assets.iracing.com/public/track-maps/tracks_suzuka/173-suzuka-moto/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_suzuka/173-suzuka-moto/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_suzuka/173-suzuka-moto/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_suzuka/173-suzuka-moto/turns.svg,19,50,60,90,false,true,34.8455935,136.5367582,Asia/Tokyo
174,Suzuka International Racing Course,"Suzuka, Mie Prefecture",Japan,East,2.243,,road,tracks\suzuka\east,https://members-assets.iracing.com/public/track-maps/tracks_suzuka/174-suzuka-east/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_suzuka/174-suzuka-east/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_suzuka/174-suzuka-east/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_suzuka/174-suzuka-east/turns.svg,7,50,60,90,false,true,34.8455935,136.5367582,Asia/Tokyo
175,Suzuka International Racing Course,"Suzuka, Mie Prefecture",Japan,West,3.467,,road,tracks\suzuka\west,https://members-assets.iracing.com/public/track-maps/tracks_suzuka/175-suzuka-west/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_suzuka/175-suzuka-west/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_suzuka/175-suzuka-west/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_suzuka/175-suzuka-west/turns.svg,9,50,13,33,false,true,34.8455935,136.5367582,Asia/Tokyo
176,Suzuka International Racing Course,"Suzuka, Mie Prefecture",Japan,West w/chicane,3.467,,road,tracks\suzuka\westchicane,https://members-assets.iracing.com/public/track-maps/tracks_suzuka/176-suzuka-westchicane/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_suzuka/176-suzuka-westchicane/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_suzuka/176-suzuka-westchicane/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_suzuka/176-suzuka-westchicane/turns.svg,11,50,13,33,false,true,34.8455935,136.5367582,Asia/Tokyo
178,Indianapolis Motor Speedway,"Speedway, Indiana",USA,Open Wheel Oval - 2009,4.023,,oval,tracks\indianapolis\ovalindypit,https://members-assets.iracing.com/public/track-maps/tracks_indianapolis/178-indianapolis-ovalindypit/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_indianapolis/178-indianapolis-ovalindypit/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_indianapolis/178-indianapolis-ovalindypit/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_indianapolis/178-indianapolis-ovalindypit/turns.svg,4,60,48,72,false,false,39.7953542,-86.2374946,America/Indiana/Indianapolis
179,Long Beach Street Circuit,"Long Beach, California",USA,,3.167,,road,tracks\longbeach,https://members-assets.iracing.com/public/track-maps/tracks_longbeach/179-longbeach/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_longbeach/179-longbeach/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_longbeach/179-longbeach/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_longbeach/179-longbeach/turns.svg,11,40,46,75,false,true,33.7643144,-118.1917598,America/Los_Angeles
180,Oulton Park Circuit,"Little Budworth, Cheshire",England,International,4.332,oulton-park,road,tracks\oulton\international,https://members-assets.iracing.com/public/track-maps/tracks_oulton/180-oulton-international/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/180-oulton-international/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/180-oulton-international/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/180-oulton-international/turns.svg,17,30,18,40,false,true,53.1751389,-2.62258,Europe/London
181,Oulton Park Circuit,"Little Budworth, Cheshire",England,Fosters,2.672,,road,tracks\oulton\fosters,https://members-assets.iracing.com/public/track-maps/tracks_oulton/181-oulton-fosters/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/181-oulton-fosters/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/181-oulton-fosters/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/181-oulton-fosters/turns.svg,6,30,18,40,false,true,53.1751389,-2.62258,Europe/London
182,Oulton Park Circuit,"Little Budworth, Cheshire",England,Island,3.637,,road,tracks\oulton\island,https://members-assets.iracing.com/public/track-maps/tracks_oulton/182-oulton-island/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/182-oulton-island/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/182-oulton-island/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/182-oulton-island/turns.svg,7,30,18,40,false,true,53.1751389,-2.62258,Europe/London
183,Oulton Park Circuit,"Little Budworth, Cheshire",England,Intl w/out Hislop,4.332,,road,tracks\oulton\intbrittens,https://members-assets.iracing.com/public/track-maps/tracks_oulton/183-oulton-intbrittens/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/183-oulton-intbrittens/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/183-oulton-intbrittens/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/183-oulton-intbrittens/turns.svg,14,30,18,40,false,true,53.1751389,-2.62258,Europe/London
184,Oulton Park Circuit,"Little Budworth, Cheshire",England,Intl w/out Brittens,4.332,,road,tracks\oulton\inthislop,https://members-assets.iracing.com/public/track-maps/tracks_oulton/184-oulton-inthislop/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/184-oulton-inthislop/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/184-oulton-inthislop/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/184-oulton-inthislop/turns.svg,14,30,18,40,false,true,53.1751389,-2.62258,Europe/London
185,Oulton Park Circuit,"Little Budworth, Cheshire",England,Intl w/no Chicanes,4.332,,road,tracks\oulton\intnochicane,https://members-assets.iracing.com/public/track-maps/tracks_oulton/185-oulton-intnochicane/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/185-oulton-intnochicane/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/185-oulton-intnochicane/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/185-oulton-intnochicane/turns.svg,12,30,18,40,false,true,53.1751389,-2.62258,Europe/London
186,Oulton Park Circuit,"Little Budworth, Cheshire",England,Fosters w/Hislop,2.672,,road,tracks\oulton\fosterswithhislop,https://members-assets.iracing.com/public/track-maps/tracks_oulton/186-oulton-fosterswithhislop/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/186-oulton-fosterswithhislop/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/186-oulton-fosterswithhislop/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/186-oulton-fosterswithhislop/turns.svg,6,30,18,40,false,true,53.1751389,-2.62258,Europe/London
187,Oulton Park Circuit,"Little Budworth, Cheshire",England,Island Historic,3.637,,road,tracks\oulton\islandhistoric,https://members-assets.iracing.com/public/track-maps/tracks_oulton/187-oulton-islandhistoric/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/187-oulton-islandhistoric/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/187-oulton-islandhistoric/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_oulton/187-oulton-islandhistoric/turns.svg,7,30,18,40,false,true,53.1751389,-2.62258,Europe/London
188,[Legacy] Kentucky Speedway - 2011,"Sparta, Kentucky",USA,Oval,2.414,,oval,tracks\kentucky\oval,https://members-assets.iracing.com/public/track-maps/tracks_kentucky/188-kentucky-oval/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_kentucky/188-kentucky-oval/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_kentucky/188-kentucky-oval/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_kentucky/188-kentucky-oval/turns.svg,4,45,43,66,true,false,38.7117309,-84.9128033,America/New_York
189,[Legacy] Kentucky Speedway - 2011,"Sparta, Kentucky",USA,Legends,0.402,,oval,tracks\kentucky\legend,https://members-assets.iracing.com/public/track-maps/tracks_kentucky/189-kentucky-legend/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_kentucky/189-kentucky-legend/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_kentucky/189-kentucky-legend/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_kentucky/189-kentucky-legend/turns.svg,4,30,31,46,true,false,38.7117309,-84.9128033,America/New_York
190,New Smyrna Speedway,"New Smyrna Beach, Florida",USA,,0.772,,oval,tracks\newsmyrna,https://members-assets.iracing.com/public/track-maps/tracks_newsmyrna/190-newsmyrna/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_newsmyrna/190-newsmyrna/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_newsmyrna/190-newsmyrna/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_newsmyrna/190-newsmyrna/turns.svg,4,35,28,60,true,false,29.0136715,-81.072015,America/New_York
191,Daytona International Speedway,"Daytona Beach, Florida",USA,Oval,4.023,,oval,tracks\daytona\2011\oval,https://members-assets.iracing.com/public/track-maps/tracks_daytona_2011/191-daytona-2011-oval/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_daytona_2011/191-daytona-2011-oval/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_daytona_2011/191-daytona-2011-oval/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_daytona_2011/191-daytona-2011-oval/turns.svg,4,55,40,64,true,false,29.185169,-81.072722,America/New_York
192,Daytona International Speedway,"Daytona Beach, Florida",USA,Road Course,5.729,daytona,road,tracks\daytona\2011\road,https://members-assets.iracing.com/public/track-maps/tracks_daytona_2011/192-daytona-2011-road/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_daytona_2011/192-daytona-2011-road/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_daytona_2011/192-daytona-2011-road/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_daytona_2011/192-daytona-2011-road/turns.svg,11,55,40,64,true,true,29.185169,-81.072722,America/New_York
193,Daytona International Speedway,"Daytona Beach, Florida",USA,Moto,4.748,,road,tracks\daytona\2011\bike,https://members-assets.iracing.com/public/track-maps/tracks_daytona_2011/193-daytona-2011-bike/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_daytona_2011/193-daytona-2011-bike/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_daytona_2011/193-daytona-2011-bike/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_daytona_2011/193-daytona-2011-bike/turns.svg,12,45,40,64,true,true,29.185169,-81.072722,America/New_York
194,Daytona International Speedway,"Daytona Beach, Florida",USA,Short,1.674,,road,tracks\daytona\2011\short,https://members-assets.iracing.com/public/track-maps/tracks_daytona_2011/194-daytona-2011-short/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_daytona_2011/194-daytona-2011-short/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_daytona_2011/194-daytona-2011-short/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_daytona_2011/194-daytona-2011-short/turns.svg,5,35,21,42,true,true,29.185169,-81.072722,America/New_York
195,Mobility Resort Motegi,"Motegi, Tochigi Prefecture",Japan,Grand Prix,4.801,,road,tracks\twinring\fullrc,https://members-assets.iracing.com/public/track-maps/tracks_twinring/195-twinring-fullrc/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_twinring/195-twinring-fullrc/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_twinring/195-twinring-fullrc/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_twinring/195-twinring-fullrc/turns.svg,14,37,35,63,true,true,36.531954,140.2232026,Asia/Tokyo
196,Mobility Resort Motegi,"Motegi, Tochigi Prefecture",Japan,East,3.399,,road,tracks\twinring\east,https://members-assets.iracing.com/public/track-maps/tracks_twinring/196-twinring-east/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_twinring/196-twinring-east/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_twinring/196-twinring-east/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_twinring/196-twinring-east/turns.svg,11,37,23,46,true,true,36.531954,140.2232026,Asia/Tokyo
197,Mobility Resort Motegi,"Motegi, Tochigi Prefecture",Japan,West,1.399,,road,tracks\twinring\west,https://members-assets.iracing.com/public/track-maps/tracks_twinring/197-twinring-west/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_twinring/197-twinring-west/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_twinring/197-twinring-west/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_twinring/197-twinring-west/turns.svg,6,37,35,63,true,true,36.531954,140.2232026,Asia/Tokyo
198,Mobility Resort Motegi,"Motegi, Tochigi Prefecture",Japan,Oval,2.493,,oval,tracks\twinring\oval,https://members-assets.iracing.com/public/track-maps/tracks_twinring/198-twinring-oval/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_twinring/198-twinring-oval/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_twinring/198-twinring-oval/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_twinring/198-twinring-oval/turns.svg,2,45,43,64,true,false,36.531954,140.2232026,Asia/Tokyo
199,Circuit Zolder,"Heusden-Zolder, Limburg",Belgium,Grand Prix,4.01,zolder,road,tracks\zolder\gp,https://members-assets.iracing.com/public/track-maps/tracks_zolder/199-zolder-gp/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_zolder/199-zolder-gp/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_zolder/199-zolder-gp/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_zolder/199-zolder-gp/turns.svg,10,30,33,63,false,true,50.9904979,5.25579,Europe/Brussels
200,Circuit Zolder,"Heusden-Zolder, Limburg",Belgium,Alternate,4.01,,road,tracks\zolder\alt,https://members-assets.iracing.com/public/track-maps/tracks_zolder/200-zolder-alt/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_zolder/200-zolder-alt/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_zolder/200-zolder-alt/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_zolder/200-zolder-alt/turns.svg,10,30,33,63,false,true,50.9904979,5.25579,Europe/Brussels
201,Langley Speedway,"Hampton, Virginia",USA,,0.636,,oval,tracks\langley,https://members-assets.iracing.com/public/track-maps/tracks_langley/201-langley/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_langley/201-langley/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_langley/201-langley/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_langley/201-langley/turns.svg,4,35,12,60,true,false,37.0866696,-76.3888498,America/New_York
202,Oran Park Raceway,"Narellan, New South Wales",Australia,Grand Prix,2.607,,road,tracks\oran\gp,https://members-assets.iracing.com/public/track-maps/tracks_oran/202-oran-gp/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_oran/202-oran-gp/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_oran/202-oran-gp/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_oran/202-oran-gp/turns.svg,12,31,29,57,false,true,-34.006111,150.733889,Australia/Sydney
203,Rockingham Speedway,"Rockingham, North Carolina",USA,Oval - 2012,1.609,,oval,tracks\rockingham\oval,https://members-assets.iracing.com/public/track-maps/tracks_rockingham/203-rockingham-oval/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_rockingham/203-rockingham-oval/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_rockingham/203-rockingham-oval/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_rockingham/203-rockingham-oval/turns.svg,4,40,45,67,false,false,34.9758768,-79.6130802,America/New_York
204,Rockingham Speedway,"Rockingham, North Carolina",USA,Road Course,2.414,,road,tracks\rockingham\road,https://members-assets.iracing.com/public/track-maps/tracks_rockingham/204-rockingham-road/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_rockingham/204-rockingham-road/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_rockingham/204-rockingham-road/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_rockingham/204-rockingham-road/turns.svg,6,40,45,60,false,true,34.9758768,-79.6130802,America/New_York
205,Rockingham Speedway,"Rockingham, North Carolina",USA,Infield Road Course,0.805,,road,tracks\rockingham\infroad,https://members-assets.iracing.com/public/track-maps/tracks_rockingham/205-rockingham-infroad/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_rockingham/205-rockingham-infroad/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_rockingham/205-rockingham-infroad/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_rockingham/205-rockingham-infroad/turns.svg,6,15,11,60,false,true,34.9758768,-79.6130802,America/New_York
206,Rockingham Speedway,"Rockingham, North Carolina",USA,Short Road Course,0.402,,road,tracks\rockingham\shortroad,https://members-assets.iracing.com/public/track-maps/tracks_rockingham/206-rockingham-shortroad/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_rockingham/206-rockingham-shortroad/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_rockingham/206-rockingham-shortroad/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_rockingham/206-rockingham-shortroad/turns.svg,6,15,11,45,false,true,34.9758768,-79.6130802,America/New_York
207,Oran Park Raceway,"Narellan, New South Wales",Australia,North,1.062,,road,tracks\oran\north,https://members-assets.iracing.com/public/track-maps/tracks_oran/207-oran-north/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_oran/207-oran-north/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_oran/207-oran-north/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_oran/207-oran-north/turns.svg,6,31,13,25,false,true,-34.006111,150.733889,Australia/Sydney
208,Oran Park Raceway,"Narellan, New South Wales",Australia,South,1.96,,road,tracks\oran\south,https://members-assets.iracing.com/public/track-maps/tracks_oran/208-oran-south/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_oran/208-oran-south/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_oran/208-oran-south/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_oran/208-oran-south/turns.svg,7,31,29,57,false,true,-34.006111,150.733889,Australia/Sydney
209,Oran Park Raceway,"Narellan, New South Wales",Australia,North A,1.062,,road,tracks\oran\northa,https://members-assets.iracing.com/public/track-maps/tracks_oran/209-oran-northa/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_oran/209-oran-northa/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_oran/209-oran-northa/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_oran/209-oran-northa/turns.svg,10,31,13,25,false,true,-34.006111,150.733889,Australia/Sydney
210,Oran Park Raceway,"Narellan, New South Wales",Australia,North B,1.062,,road,tracks\oran\northb,https://members-assets.iracing.com/public/track-maps/tracks_oran/210-oran-northb/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_oran/210-oran-northb/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_oran/210-oran-northb/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_oran/210-oran-northb/turns.svg,10,25,13,25,false,true,-34.006111,150.733889,Australia/Sydney
211,Oran Park Raceway,"Narellan, New South Wales",Australia,Moto,2.607,,road,tracks\oran\moto,https://members-assets.iracing.com/public/track-maps/tracks_oran/211-oran-moto/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_oran/211-oran-moto/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_oran/211-oran-moto/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_oran/211-oran-moto/turns.svg,11,31,29,57,false,true,-34.006111,150.733889,Australia/Sydney
212,Autódromo José Carlos Pace,"Interlagos, São Paulo",Brazil,Grand Prix,4.307,interlagos,road,tracks\interlagos\gp,https://members-assets.iracing.com/public/track-maps/tracks_interlagos/212-interlagos-gp/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_interlagos/212-interlagos-gp/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_interlagos/212-interlagos-gp/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_interlagos/212-interlagos-gp/turns.svg,15,50,39,75,false,true,-23.701185,-46.7001484,America/Sao_Paulo
213,Autódromo José Carlos Pace,"Interlagos, São Paulo",Brazil,Moto,4.307,,road,tracks\interlagos\moto,https://members-assets.iracing.com/public/track-maps/tracks_interlagos/213-interlagos-moto/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_interlagos/213-interlagos-moto/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_interlagos/213-interlagos-moto/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_interlagos/213-interlagos-moto/turns.svg,16,50,39,75,false,true,-23.701185,-46.7001484,America/Sao_Paulo
214,Kansas Speedway,"Kansas City, Kansas",USA,Oval,2.414,,oval,tracks\kansas\oval,https://members-assets.iracing.com/public/track-maps/tracks_kansas/214-kansas-oval/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_kansas/214-kansas-oval/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_kansas/214-kansas-oval/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_kansas/214-kansas-oval/turns.svg,4,45,43,64,true,false,39.1154928,-94.8328544,America/Chicago
215,Kansas Speedway,"Kansas City, Kansas",USA,Road Course,3.814,,road,tracks\kansas\full,https://members-assets.iracing.com/public/track-maps/tracks_kansas/215-kansas-full/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_kansas/215-kansas-full/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_kansas/215-kansas-full/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_kansas/215-kansas-full/turns.svg,6,45,43,64,true,true,39.1154928,-94.8328544,America/Chicago
216,Kansas Speedway,"Kansas City, Kansas",USA,Infield Road Course,1.384,,road,tracks\kansas\short,https://members-assets.iracing.com/public/track-maps/tracks_kansas/216-kansas-short/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_kansas/216-kansas-short/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_kansas/216-kansas-short/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_kansas/216-kansas-short/turns.svg,5,45,17,25,true,true,39.1154928,-94.8328544,America/Chicago
217,Irwindale Speedway,"Irwindale, California",USA,Figure Eight,0.531,,road,tracks\irwindale\figureeight,https://members-assets.iracing.com/public/track-maps/tracks_irwindale/217-irwindale-figureeight/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_irwindale/217-irwindale-figureeight/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_irwindale/217-irwindale-figureeight/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_irwindale/217-irwindale-figureeight/turns.svg,4,30,33,49,false,true,34.1104491,-117.9892554,America/Los_Angeles
218,Circuit Gilles Villeneuve,"Montreal, Quebec",Canada,,4.361,montreal,road,tracks\montreal,https://members-assets.iracing.com/public/track-maps/tracks_montreal/218-montreal/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_montreal/218-montreal/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_montreal/218-montreal/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_montreal/218-montreal/turns.svg,13,50,44,66,false,true,45.5032189,-73.5288816,America/Toronto
219,Mount Panorama Circuit,"Bathurst, New South Wales",Australia,,6.214,mount-panorama,road,tracks\bathurst,https://members-assets.iracing.com/public/track-maps/tracks_bathurst/219-bathurst/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_bathurst/219-bathurst/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_bathurst/219-bathurst/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_bathurst/219-bathurst/turns.svg,23,31,22,81,false,true,-33.4394191,149.5557112,Australia/Sydney
220,New Jersey Motorsports Park,"Millville, New Jersey",USA,Thunderbolt,3.621,,road,tracks\newjersey\full,https://members-assets.iracing.com/public/track-maps/tracks_newjersey/220-newjersey-full/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_newjersey/220-newjersey-full/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_newjersey/220-newjersey-full/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_newjersey/220-newjersey-full/turns.svg,14,35,44,66,false,true,39.3589862,-75.0638076,America/New_York
221,New Jersey Motorsports Park,"Millville, New Jersey",USA,Thunderbolt w/both chicanes,3.621,,road,tracks\newjersey\chicane,https://members-assets.iracing.com/public/track-maps/tracks_newjersey/221-newjersey-chicane/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_newjersey/221-newjersey-chicane/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_newjersey/221-newjersey-chicane/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_newjersey/221-newjersey-chicane/turns.svg,18,35,44,66,false,true,39.3589862,-75.0638076,America/New_York
222,New Hampshire Motor Speedway,"Loudon, New Hampshire",USA,Legends,0.402,,oval,tracks\newhampshire\legends,https://members-assets.iracing.com/public/track-maps/tracks_newhampshire/222-newhampshire-legends/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_newhampshire/222-newhampshire-legends/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_newhampshire/222-newhampshire-legends/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_newhampshire/222-newhampshire-legends/turns.svg,4,30,12,18,false,false,43.36268,-71.462767,America/New_York
